wavelength_A,flux,flux_err
4.28175264e+03,4.06540974e-17,
4.28289886e+03,1.24994468e-17,
4.28404508e+03,9.83501784e-18,
4.28519130e+03,1.38984011e-17,
4.28633752e+03,8.10348314e-18,
4.28748374e+03,-5.44175035e-18,
4.28862996e+03,4.45570995e-17,
4.28977618e+03,1.64475236e-17,
4.29092240e+03,2.29958609e-17,
4.29206862e+03,2.94587339e-17,
4.29321484e+03,-2.46778453e-19,
4.29436106e+03,-7.86556780e-18,
4.29550728e+03,-5.20652128e-18,
4.29665350e+03,3.01229798e-17,
4.29779973e+03,3.78718605e-18,
4.29894595e+03,-1.26045674e-17,
4.30009217e+03,4.43776046e-17,
4.30123839e+03,4.12192707e-19,
4.30238461e+03,2.78511282e-17,
4.30353083e+03,5.61026185e-17,
4.30467705e+03,4.43173197e-17,
4.30582327e+03,1.27708737e-17,
4.30696949e+03,-4.30450935e-18,
4.30811571e+03,4.43595332e-18,
4.30926193e+03,-1.18461714e-18,
4.31040815e+03,2.43308742e-17,
4.31155437e+03,3.02689374e-18,
4.31270059e+03,3.17545108e-17,
4.31384681e+03,3.14577581e-17,
4.31499303e+03,2.90668476e-18,
4.31613925e+03,2.13658229e-18,
4.31728547e+03,-2.70032491e-18,
4.31843170e+03,-5.93217167e-18,
4.31957792e+03,2.60416805e-17,
4.32072414e+03,3.00998055e-17,
4.32187036e+03,-6.17046545e-18,
4.32301658e+03,1.35860569e-17,
4.32416280e+03,8.21936866e-18,
4.32530902e+03,3.27479547e-17,
4.32645524e+03,5.12627946e-17,
4.32760146e+03,5.85792171e-17,
4.32874768e+03,1.15701615e-17,
4.32989390e+03,6.22408148e-17,
4.33104012e+03,5.56282734e-17,
4.33218634e+03,8.79059892e-18,
4.33333256e+03,2.11536619e-17,
4.33447878e+03,1.08071354e-17,
4.33562500e+03,-4.50891520e-18,
4.33677122e+03,4.06867313e-17,
4.33791744e+03,1.33468318e-16,
4.33906367e+03,2.37049714e-16,
4.34020989e+03,1.74345056e-16,
4.34135611e+03,1.80086583e-17,
4.34250233e+03,-3.44435492e-17,
4.34364855e+03,1.27485175e-17,
4.34479477e+03,2.49528875e-17,
4.34594099e+03,2.26443216e-18,
4.34708721e+03,2.26432586e-17,
4.34823343e+03,4.26224531e-17,
4.34937965e+03,3.05513601e-17,
4.35052587e+03,4.58133287e-17,
4.35167209e+03,5.67613652e-17,
4.35281831e+03,4.79483473e-18,
